stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
88,0.5,1.0,147.70053629099857,,147.6903604160034,147.70053629099857,148.18915425000887,148.18915425000887,148.18915425000887,148.48794379099854,148.6225938330026,left,-1.0,1,1,0.4303798330074642,026390,001,2024-09-12_11h09.34.512,adaptive staircase,2024.2.1,None,2024-09-12 11h09.39.175825 +0530,
89,0.5,1.0,148.63380350000807,,148.62291566601198,148.63380350000807,149.1226085829985,149.1226085829985,149.1226085829985,149.4170427909994,149.72321066600853,right,1.0,1,1,0.5971119169989834,026390,001,2024-09-12_11h09.34.512,adaptive staircase,2024.2.1,None,2024-09-12 11h09.39.175825 +0530,
90,0.5,1.0,149.73379716600175,,149.7235395410098,149.73379716600175,150.22219174999918,150.22219174999918,150.22219174999918,150.5172365000035,150.76939854100056,right,1.0,1,1,0.5375171250052517,026390,001,2024-09-12_11h09.34.512,adaptive staircase,2024.2.1,None,2024-09-12 11h09.39.175825 +0530,
91,0.5,1.0,150.774565041007,,150.76971345800848,150.774565041007,151.26705270800448,151.26705270800448,151.2725005000102,151.55443545800517,151.723668000006,right,1.0,1,1,0.45274000000790693,026390,001,2024-09-12_11h09.34.512,adaptive staircase,2024.2.1,None,2024-09-12 11h09.39.175825 +0530,
92,0.5,1.0,151.73377737500414,,151.7239989160007,151.73377737500414,152.2221117500012,152.2221117500012,152.2221117500012,152.5170375000016,152.90300850001222,right,1.0,1,1,0.6756655000062892,026390,001,2024-09-12_11h09.34.512,adaptive staircase,2024.2.1,None,2024-09-12 11h09.39.175825 +0530,
93,0.5,1.0,152.90813633300422,,152.90335154101194,152.90813633300422,153.40035975001229,153.40035975001229,153.4053709580039,153.68769870800315,153.87267562501074,left,-1.0,0,0,0.46895999999833293,026390,001,2024-09-12_11h09.34.512,adaptive staircase,2024.2.1,None,2024-09-12 11h09.39.175825 +0530,
94,0.5,1.5,153.88372550001077,,153.8730387079995,153.88372550001077,154.37197054100398,154.37197054100398,154.37197054100398,154.67174454100314,154.9696859579999,right,1.5,1,1,0.5877238329994725,026390,001,2024-09-12_11h09.34.512,adaptive staircase,2024.2.1,None,2024-09-12 11h09.39.175825 +0530,
95,0.5,1.5,154.9745677500032,,154.97005604099832,154.9745677500032,155.46703058300773,155.46703058300773,155.47224425000604,155.75526366601116,156.0693869579991,right,1.5,1,1,0.593412874994101,026390,001,2024-09-12_11h09.34.512,adaptive staircase,2024.2.1,None,2024-09-12 11h09.39.175825 +0530,
96,0.5,1.5,156.07434300000023,,156.0698663330113,156.07434300000023,156.5670665409998,156.5670665409998,156.57181404100265,156.85455108300084,157.1199975000054,right,1.5,1,1,0.542388874993776,026390,001,2024-09-12_11h09.34.512,adaptive staircase,2024.2.1,None,2024-09-12 11h09.39.175825 +0530,
97,0.5,1.0,157.1247104159993,,157.12037508300273,157.1247104159993,157.61698575000628,157.61698575000628,157.62224000001152,157.90413162500772,158.05247170801158,right,1.0,1,1,0.4223957500071265,026390,001,2024-09-12_11h09.34.512,adaptive staircase,2024.2.1,None,2024-09-12 11h09.39.175825 +0530,
98,0.5,1.0,158.05705629099975,,158.0527692080068,158.05705629099975,158.55040141601057,158.55040141601057,158.5556626660109,158.83791837500758,159.06952758300758,right,1.0,1,1,0.5142478329944424,026390,001,2024-09-12_11h09.34.512,adaptive staircase,2024.2.1,None,2024-09-12 11h09.39.175825 +0530,
99,0.5,1.0,159.0741782910045,,159.06983458300238,159.0741782910045,159.56708625001193,159.56708625001193,159.57214308300172,159.8544785000122,160.25264562500524,left,-1.0,1,1,0.6733830000011949,026390,001,2024-09-12_11h09.34.512,adaptive staircase,2024.2.1,None,2024-09-12 11h09.39.175825 +0530,
